Tue Jun 22 2021 22:37:48 GMT-0400 (EDT) - Run Time: 1213ms

Cross Tabulation Query Form - Transit - 2016 v1.1

Row: 2006 GTA zone of origin - gta06_orig
Column: 2006 GTA zone of destination - gta06_dest
Table: Start time of trip - start_time

RowG:
ColG:
TblG:(1)(400-500)(2)(700-800)(3)(1100-1200)(4)(1700-1800)(5)(2000-2100)

Filters:
Regional municipality of household - region_hhld In 1
and
Regional municipality of origin - region_orig In 1
and
Regional municipality of destination - region_dest In 1
and
No. of vehicles in household - n_vehicle In 0

Tran 2016
ROW : gta06_orig
COLUMN : gta06_dest

TABLE    : start_time (2)

  gta06_orig  gta06_dest      total
         231         233          7
         231         281         35
         231         446        101
         231         450         11
         231         481         16
         231         483         27
         231         494         14
         232         282         28
         233         391         61
         236          24         56
         236          50         30
         236          95         16
         236         105         74
         236         205         14
         236         222         12
         236         454         16
         236         531         21
         238         214         18
         239         515         31
         240          93          6
         240         232         55
         240         560         14
         241          63         19
         241         222         10
         242         222          9
         242         472         36
         242         522         33
         243          17         23
         243          62         15
         243          71         18
         243         209         16
         243         220         12
         243         243         30
         243         245         67
         243         249          8
         243         259          8
         245          52        129
         245         507         24
         246         177         14
         248          52         35
         248         177         55
         249         212         22
         249         239         14
         249         258         67
         249         269         29
         249         280         30
         249         587         38
         250          71         12
         250         102         16
         250         249         52
         250         254         12
         250         281         30
         250         531         20
         250         537         25
         251         101         39
         251         408         20
         251         443         21
         251         518         11
         251         544         18
         251         597          9
         252         161         27
         252         273         33
         253         139         15
         254          66         33
         256          25         34
         256         258         25
         256         262         50
         256         266         29
         257         140         44
         257         271         32
         257         443         13
         258          45         14
         258          65          7
         258          67          4
         258          69         14
         258          85         37
         258         245         56
         258         346         48
         258         538          9
         258         595         12
         259         110         27
         259         250          8
         260          21         18
         260         527         20
         260         528         23
         262          17         31
         262          69         43
         263          54         32
         263          89         20
         264          40          5
         264          42         18
         264         258          8
         264         266         10
         264         549         27
         265          21         33
         265          67          4
         265         252         24
         266         107         33
         266         254         33
         266         258         55
         267          84         22
         267         263         12
         267         269         60
         268          26         20
         268          41         55
         268         110         28
         268         280         31
         269          46          8
         269         248          5
         270          19         15
         270          21         33
         270          39         10
         270         119         44
         270         255         25
         270         282         30
         271          36         10
         271         148          7
         271         203         48
         271         211         16
         271         282         30
         272          26         32
         272          37         27
         272         119         23
         272         211         27
         272         270          9
         272         484         19
         272         560         34
         273          40         15
         273          69         29
         273          92          5
         276         216         29
         276         248         19
         276         281         21
         278          34         52
         278          67         37
         278         113         21
         278         222         24
         278         262         19
         279          52         28
         279          93          5
         279         281         20
         280          52         22
         280         109         57
         280         313         15
         281          74         37
         281         465         13
         282          36         29
         282          76         32
         282         210         43
         282         278         19
         285         151         13
         287         170         29
         287         264          6
         287         273         40
         287         287          8
         287         294         60
         288         293          9
         289         222         19
         289         544         10
         290          65         14
         290         110         83
         290         119         21
         290         134         29
         290         249         17
         290         264         29
         290         312          9
         290         313         11
         290         317         24
         291          41         19
         291         326         16
         292          40         31
         292          45         41
         292         103         51
         292         175         51
         292         186         37
         292         309          9
         292         316         27
         292         376         18
         292         383         27
         294         291         54
         294         316         57
         296         116         18
         298         163         73
         298         287         60
         299          89         24
         299         177         14
         299         324         17
         300         174         17
         300         286         18
         300         326         37
         301          41         20
         301          72         33
         301          90         18
         301         286         33
         301         533          8
         306          84         17
         307          21         18
         307          22         16
         307         173         61
         307         180         13
         307         211         30
         307         298         13
         307         323         24
         307         353         23
         308         191         14
         308         251         69
         308         484         21
         309          37         26
         309          64         15
         309         105         11
         309         108         28
         309         288         48
         309         291         36
         309         336         20
         310          53         23
         310         332         43
         312          46         19
         313          14         17
         313          35         21
         313          46         37
         313          52         24
         313          69         19
         313          73         45
         313          79         25
         313          94         17
         313          96          6
         313          99         32
         313         105          6
         313         212         18
         313         222        103
         313         299         29
         314          19          4
         314         319         16
         315         205         20
         316         312         14
         316         313         11
         316         319         17
         317          38         15
         317         313         29
         319         313         19
         320          63         15
         323         301         53
         326         158         18
         326         323          5
         327         333         21
         331         210         19
         336         363         13
         342         127         15
         345          90         17
         348         346         38
         349         515          6
         350         124         20
         353         356         34
         355          99         20
         355         119         10
         356         110         43
         357          72         11
         357         130         10
         358          71         29
         358         214         20
         358         319         19
         358         368         56
         358         382         26
         359          76         62
         359         345         28
         360         147         62
         362          70         18
         362         133         33
         363          43         70
         364         341         45
         364         375         22
         365         452         11
         371          96         55
         371         105         74
         371         126         33
         371         133         31
         371         181         40
         371         280          7
         371         313         22
         371         413         40
         371         415         48
         371         538         36
         371         595          8
         372         133         25
         373         105          5
         376         378          9
         376         403        108
         376         409         19
         378         209         24
         383         486         32
         384         411         14
         387          43         26
         388          66         18
         388         400         29
         388         410         63
         388         471          6
         389         140         30
         389         193         76
         390         187         11
         391          16         35
         391          21         28
         391          34         10
         391          38         11
         391          42         16
         391          53         30
         391          59         12
         391          67         21
         391          71         50
         391          72         57
         391         120         28
         391         143         94
         391         153         35
         391         173         23
         391         180         16
         391         212         16
         391         222         18
         391         294         35
         391         345         16
         391         353         23
         391         398         73
         391         400         92
         391         427         32
         391         430         17
         391         450         29
         391         476          3
         391         481         56
         391         597         51
         392         120         28
         392         443         21
         392         454         25
         393          21         33
         393         173         24
         393         176         50
         393         222         18
         393         411         23
         393         427         32
         393         431          9
         394          21         29
         394         132         21
         394         173         38
         394         406         26
         394         413         28
         394         435         18
         394         440         10
         394         452         16
         395          21         25
         395         173         11
         395         390         20
         395         420         15
         398          52         45
         398         173         10
         400         390         34
         402         173         31
         402         405         59
         402         423         28
         403         390         54
         405         401         36
         405         406         23
         408         109         25
         408         131          5
         409         595          6
         411         387         23
         411         412         41
         412         487         38
         413         125         29
         413         476         22
         414          36         31
         414          90         17
         414         404         32
         415          21         18
         415          38         14
         415          62         12
         415          89         27
         415         153         32
         415         169         17
         415         185         23
         415         562         85
         416         173        122
         416         447         32
         418          76          4
         420          90          4
         420         138         12
         421          25         24
         421          65         14
         421         182         12
         421         313         12
         422         420          8
         423          71         18
         423         132         28
         423         521          9
         430         165         15
         430         376         22
         431         431         11
         431         436         24
         433         429         19
         435         446         55
         436         399         24
         437         184         39
         441          22          3
         441          57         76
         441          65         16
         441         211         15
         441         409         32
         442          21         38
         442          25         14
         442          26         16
         442          41         15
         442          59         16
         442          63         15
         442          82         20
         442          84         69
         442         100         30
         442         116         20
         442         177         11
         442         179          7
         442         211         28
         442         249         42
         442         476         20
         442         499         28
         442         583          8
         443          38         33
         443          43         26
         443          46         28
         443          60         22
         443          73         38
         443          77         37
         443          97          5
         443         203         17
         443         209         22
         443         211         16
         443         216         13
         443         222         18
         443         258         12
         443         279         22
         443         397          6
         443         448          7
         443         476         17
         443         497         62
         443         515         71
         444          40         38
         444          67        122
         444         209         27
         444         213         27
         444         391         48
         445         467         24
         446         210         72
         446         376         88
         446         448         23
         448          64         39
         448         204         24
         448         391         18
         448         465         33
         448         493         23
         449         390          7
         450         204         23
         450         332         43
         450         422         26
         450         482         12
         452          17         48
         452          22         49
         452          25         12
         452          26         16
         452          64         25
         452          72         31
         452         117         48
         452         164         34
         452         188         32
         452         204         24
         452         210         40
         452         212         13
         452         220         39
         452         236         27
         452         288         38
         452         450         17
         452         452         10
         452         467         70
         452         490         27
         452         531         37
         453         440         14
         454          58         23
         454         210         25
         454         228          4
         454         409         12
         454         427         11
         454         475          5
         457         412         60
         458         204         35
         460         268         13
         460         341         14
         461         204         14
         463         216         13
         463         480         18
         463         490         14
         465          76         73
         465         466          6
         466         450         18
         466         552         29
         467          65          8
         467         211         10
         467         586          9
         473          38         69
         473          41         32
         473          79         18
         473         243         24
         473         264          5
         473         426         46
         473         435         22
         473         450         39
         473         504         20
         473         508         18
         473         515         62
         476         204          5
         476         222        206
         476         351         20
         479         490         28
         481          19          4
         481         110          5
         481         216         29
         481         463         16
         482         483         18
         482         501         31
         483         242         18
         483         478          7
         484          21         61
         484          51         25
         484          91          9
         484         179         17
         484         197         17
         484         209         27
         484         243         15
         484         249         31
         484         262         42
         484         435         23
         484         442         35
         484         443         12
         484         450          9
         484         454         25
         484         476         19
         484         483         37
         484         490         15
         484         537         24
         486          41         37
         486         100         38
         486         194         28
         486         251         48
         486         427         28
         486         552         40
         486         598         28
         487          22         18
         487          69         17
         487         512        113
         490          99         21
         490         119         19
         490         204         36
         490         222         50
         490         236         52
         490         497         16
         490         507         27
         490         515         48
         490         520         22
         490         532         19
         490         537         25
         490         549         46
         490         560         28
         490         566         34
         490         583          6
         490         590         10
         490         594         25
         490         595         19
         490         608         26
         490         613         15
         490         620         42
         491         119         21
         491         483         45
         491         492         67
         491         515         12
         491         538         41
         491         595         30
         492         205         12
         492         490         46
         493          72         13
         493         233         84
         493         258         15
         493         502         55
         493         550         29
         493         559        109
         493         582         25
         493         601         30
         494         488         16
         494         490         15
         496         460         32
         496         472          5
         497         515         16
         498         222         26
         499         487         37
         501         233          5
         501         520        106
         503         539         10
         503         559         28
         503         586         13
         504         485         46
         504         487         10
         505         506         60
         505         531         50
         506         245         22
         507         211         23
         507         443         23
         507         457         15
         509         490         26
         509         505        199
         510         515        114
         513         560        105
         515         230         22
         515         499         28
         518         487          9
         518         525         20
         519         517         13
         520         519          6
         521         106         16
         522         119         19
         522         223         27
         522         523         19
         523         513         73
         523         613         21
         524         526         59
         524         534         12
         525          47         29
         525         101         38
         525         211         21
         525         216         20
         525         243         40
         525         249         65
         525         520         10
         525         546         14
         525         621         50
         526          43         28
         526         147         56
         526         297         51
         526         491         13
         526         520         22
         526         531         72
         527         450         35
         528         249         19
         528         259         28
         528         487         55
         528         542         31
         529          17         35
         529         169         36
         529         222         18
         529         427         67
         529         506         62
         530          21         46
         530          22         25
         530          48         27
         530          79         18
         530         139         96
         530         211         33
         530         212         13
         530         256         60
         530         281         22
         530         313         39
         530         487         13
         531         209         25
         531         250         83
         531         529          5
         531         598         28
         532         522         21
         532         560         10
         532         572         10
         536         538         26
         538          26          7
         538         177         25
         538         476         50
         538         535         20
         538         538         11
         539          96         19
         540          21         31
         540         487         15
         540         544         23
         544         239         10
         544         530         23
         546         115         26
         549         518         12
         549         552         62
         552         279         27
         552         516         40
         556         611          9
         558         490         27
         560         513         36
         560         554         23
         560         560         33
         561         575          9
         564         110         21
         564         188         16
         564         211         27
         564         465         24
         565         588         21
         566          41         18
         566          69         28
         566          72         47
         566         249         13
         566         490        113
         566         491         54
         566         492         28
         566         497         66
         566         515         48
         566         579         20
         570         543         25
         575         257         25
         578          46         15
         578         139         53
         578         579         47
         578         595         21
         579         578         47
         579         595         32
         579         616         32
         582          69         25
         582         280         16
         582         480         23
         582         532         21
         583         118         23
         584         277          7
         585          48         15
         585         594         14
         586         481         24
         586         490         67
         586         504          9
         587         482         31
         587         595         29
         588         590         16
         589         592         17
         590         448          8
         590         592         17
         592         481         16
         592         585         14
         594         133         23
         595         513         30
         597         491         13
         599         452         19
         599         533         35
         599         562         13
         604         450         32
         605         585         66
         607         562          9
         609         613         48
         610         562         20
         610         605          4
         612         223         27
         612         620         25
         615         490         29
         615         515        118
         620         467         32
         620         515         94
         621         621          9
         624         595         14

TABLE    : start_time (10)

  gta06_orig  gta06_dest      total
           3         270         39
           4         251         67
           6          66         18
          15         106          8
          15         271          5
          16          40          9
          17          78         29
          17         186         12
          17         268         18
          17         270         13
          19          21         29
          19          96         55
          20          37          3
          21          69         63
          21          94         10
          21         119         25
          21         420         32
          22          76          6
          22         154         27
          24          71         29
          25          67         18
          25         154         57
          25         185         14
          25         202         29
          25         212         16
          25         278         17
          25         282         33
          25         454         49
          26         171         22
          29          68         18
          33         110         21
          33         211         15
          34         211         38
          35          94         12
          35         120         16
          35         424         29
          36          21         31
          36          71         40
          36         119         18
          36         202         33
          36         211         35
          36         249        134
          36         464         11
          37          18          7
          37          46         15
          37          62         17
          37          65         27
          37          67         10
          38          21         26
          38          41         28
          38          79         18
          38         109          6
          38         110         18
          38         177         14
          38         223         34
          38         245         31
          38         483         19
          38         520         23
          40          45         11
          40          93         15
          40         105          5
          40         120         23
          40         266         22
          40         273         30
          41          40         15
          41          90         20
          41         442         28
          41         528         15
          42          71         23
          42          89         12
          42          96          4
          42          99         90
          43          14         20
          43          65         26
          43          70          4
          43          84         17
          43         119         20
          43         122          6
          43         172         42
          43         173          4
          43         175         38
          43         201         30
          43         209         16
          43         222         12
          43         251         26
          43         252         25
          43         258         47
          43         443         35
          44          21         38
          44         115         34
          44         450         35
          45          38         50
          45          92         18
          45         197         42
          45         582         63
          46          15         27
          46          64         15
          46          82         22
          46         169         12
          46         170         45
          46         209         24
          46         278         28
          46         282         24
          46         601         20
          47          25         10
          47         204         36
          47         254         39
          47         276         49
          48         204          5
          49          79         34
          49         257         53
          50          38         15
          50         110         22
          50         175         37
          50         373         10
          51          21         29
          51          43         13
          51          64         24
          51          90         18
          51         104          5
          51         117         14
          51         187         14
          51         211         35
          51         222         56
          52          41         47
          52          59         15
          52          62         15
          52          79         28
          52          89         22
          52          90         19
          52          98          5
          52         117         11
          52         118         67
          52         119         50
          52         122         23
          52         130          6
          52         164          9
          52         174         31
          52         191         76
          52         195         11
          52         212         23
          52         228        101
          52         249         18
          52         250         81
          52         251         40
          52         258         16
          52         269         31
          52         282         28
          52         317         29
          52         353         13
          52         398         45
          52         403         85
          52         444        101
          52         538         26
          52         588         25
          53          36         19
          53          46         17
          53         114         32
          53         201         27
          53         432         16
          53         552         27
          53         562         31
          54         119         22
          54         126         36
          54         164         15
          54         211         14
          55          38         20
          55          43         36
          55          79         18
          55          90         11
          55          94          6
          55          99         34
          55         119          6
          55         306         42
          56          99         22
          56         239         23
          57          15         18
          57          73         45
          57          90          4
          57         107         34
          57         171         50
          57         191         21
          57         211         21
          57         291         85
          57         454          8
          59          46         31
          63          22         13
          63          73         35
          63         165         63
          64         442         10
          65         209         12
          65         250         52
          65         572          9
          66          42         52
          66          47         12
          66          52         39
          66          75         12
          66          99         64
          66         169         15
          66         191         21
          66         202         20
          66         273        120
          66         276         12
          66         319         19
          66         528         20
          66         561         56
          67          52         54
          67         110         84
          67         125         18
          67         342         16
          67         452         33
          68          42         26
          68         115         27
          68         165         50
          68         270          8
          68         314         11
          68         524         38
          69          71         40
          69          77         17
          69          78         42
          69          92         20
          69         104          7
          69         105         25
          69         110          6
          69         132         76
          69         170         45
          69         172         10
          69         173         31
          69         177         55
          69         188         31
          69         191         37
          69         204         23
          69         248         28
          69         259         27
          69         273         29
          69         280         24
          69         282         43
          69         313         29
          69         317         11
          69         431         69
          69         443         13
          69         487         17
          69         562         70
          70          37         10
          70          40         13
          70          66         18
          70          79         18
          70         134         10
          70         263         12
          70         538         44
          71          21         31
          71          26         14
          71          37         33
          71          61         21
          71          89         15
          71         119         24
          71         173         14
          71         187         16
          71         210         20
          71         211          4
          71         239         22
          71         254         12
          71         278         28
          71         342         20
          71         560         28
          72          15         12
          72          45         33
          72         119         15
          72         175         18
          72         251         30
          72         258         28
          72         264         15
          72         342         15
          72         390         20
          73          21         28
          73          78         42
          73         117         24
          73         313         22
          73         319         28
          75          46         28
          75          93          6
          75         101         38
          75         110         41
          75         117         12
          75         222         26
          76          45         15
          76          73         23
          76         170          4
          77          84         19
          77          99         22
          77         107         17
          77         117         27
          77         188         16
          78          93          6
          79          62         18
          79          97         18
          79         256         35
          80          76          7
          80         125         24
          84          77         19
          89          61         18
          89         211         21
          90          38         56
          90          66         27
          90         113         20
          90         278         26
          90         365         18
          90         452          8
          91          21        125
          91         183         11
          93          22         29
          93          36         21
          93          69          6
          93         125         24
          93         173         11
          93         210         20
          93         211         33
          94          80          6
          94         119         22
          94         212         29
          94         313         17
          95          90         18
          95         117         14
          95         249         17
          96          50          6
          96         108         39
          96         110         84
          97         132         21
          98         106          5
          98         173         19
          98         538         25
          99         266         15
         100          74          6
         100         178         20
         101          41         24
         101          72         26
         101          75         26
         101          93          5
         101         110          6
         101         119         23
         101         147        194
         101         149        131
         101         176         12
         101         268          5
         102         250         16
         103         212         13
         103         454         20
         104          34         13
         104          96         39
         104         110          5
         105          22         16
         105          73         11
         106          74         10
         106          79         22
         106         459          5
         110          62         10
         110         105        126
         110         108          5
         110         222         28
         110         297         51
         113         304         13
         114         105          5
         114         145        167
         114         211         17
         116          42         20
         116          97         35
         116         166          5
         117         173         24
         118         106          8
         118         400         23
         119          46         20
         119          66         23
         119         365         38
         120         119         83
         120         170         90
         120         313         13
         122          21         31
         122          93         21
         122         313         34
         124         125         51
         124         139         56
         124         167         28
         124         350         20
         125         119         54
         126          38         30
         128         130         10
         129         305         24
         130          34         26
         133         139         52
         135         138         21
         138         390         12
         139          42         15
         139         267         27
         139         286         29
         151         163         42
         152         114         33
         153         178         35
         157          21         19
         157         142         37
         158         103         55
         163         151         83
         165         119         42
         165         169          4
         166         173         15
         167         175         77
         168         170         33
         169         158         18
         170         145        167
         171         172         71
         173          72         63
         173         202         38
         173         203         15
         173         210         26
         173         398         10
         174         175         42
         174         204         26
         175          99         32
         175         390         20
         179         107          5
         179         182         29
         179         282         32
         180          21          5
         180          78         29
         180          93         15
         180         132         28
         180         133         19
         180         134         42
         180         153         23
         180         188         15
         180         232         45
         180         391          6
         180         450         32
         180         608         11
         181          73         40
         181         526         20
         182         173         12
         182         483         29
         186          41         19
         187         105         62
         191         209         13
         195          34         33
         195         211         19
         196         441         19
         197         211         26
         200         102         44
         200         538         20
         201          22         14
         201         113          5
         201         211         30
         202         170         18
         202         211         28
         203          26         16
         203         173         15
         203         177         55
         203         194         18
         204          39         14
         204          48         12
         204          99         34
         204         114         24
         204         173         43
         204         177         55
         204         185         16
         204         211         19
         204         278         17
         204         452         30
         205         270         11
         206         519         39
         209         211         32
         209         226         24
         210          21         44
         210          52         19
         210         137         50
         210         514          4
         211          22         14
         211          23        114
         211          38         37
         211          48         35
         211          77         35
         211         116         36
         211         185         18
         211         188         16
         211         209         32
         211         216         19
         211         243         22
         211         444         71
         211         467         10
         212          38         13
         212         249         22
         212         452         13
         214          94         14
         216         173         24
         216         184         22
         217          78         18
         217         202         29
